time,IPTGpre,aTcpre,IPTG,aTc
296,1,0,0,0
297,1,0,0,0
298,1,0,0,0
299,1,0,0,0
300,1,0,0,0
301,1,0,0,0
302,1,0,0,0
303,1,0,0,0
304,1,0,0,0
305,1,0,0,0
306,1,0,0,0
307,1,0,0,0
308,1,0,0,0
309,1,0,0.5,0
310,1,0,0.5,0
311,1,0,0.5,0
312,1,0,0.5,0
313,1,0,0.5,0
314,1,0,0.5,0
315,1,0,0.5,0
316,1,0,0.5,0
317,1,0,0.5,0
318,1,0,0.5,0
319,1,0,0,0
320,1,0,0,0
321,1,0,0,0
322,1,0,0,0
323,1,0,0,0
324,1,0,0.5,0
325,1,0,0.5,0
326,1,0,0.5,0
327,1,0,0.5,0
328,1,0,0.5,0
329,1,0,0,0
330,1,0,0,0
331,1,0,0,0
332,1,0,0,0
333,1,0,0,0
334,1,0,0.5,0
335,1,0,0.5,0
336,1,0,0.5,0
337,1,0,0.5,0
338,1,0,0.5,0
339,1,0,0,0
340,1,0,0,0
341,1,0,0,0
342,1,0,0,0
343,1,0,0,0
344,1,0,0.5,0
345,1,0,0.5,0
346,1,0,0.5,0
347,1,0,0.5,0
348,1,0,0.5,0
349,1,0,0.5,0
350,1,0,0.5,0
351,1,0,0.5,0
352,1,0,0.5,0
353,1,0,0.5,0
354,1,0,0.5,0
355,1,0,0.5,0
356,1,0,0.5,0
357,1,0,0.5,0
358,1,0,0.5,0
359,1,0,0,0
360,1,0,0,0
361,1,0,0,0
362,1,0,0,0
363,1,0,0,0
364,1,0,0,0
365,1,0,0,0
366,1,0,0,0
367,1,0,0,0
368,1,0,0,0
369,1,0,0,0
370,1,0,0,0
371,1,0,0,0
372,1,0,0,0
373,1,0,0,0
374,1,0,0,0
375,1,0,0,0
376,1,0,0,0
377,1,0,0,0
378,1,0,0,0
379,1,0,0.5,0
380,1,0,0.5,0
381,1,0,0.5,0
382,1,0,0.5,0
383,1,0,0.5,0
384,1,0,0,0
385,1,0,0,0
386,1,0,0,0
387,1,0,0,0
388,1,0,0,0
389,1,0,0,0
390,1,0,0,0
391,1,0,0,0
392,1,0,0,0
393,1,0,0,0
394,1,0,0,0
395,1,0,0,0
396,1,0,0,0
397,1,0,0,0
398,1,0,0,0
399,1,0,0,0
400,1,0,0,0
401,1,0,0,0
402,1,0,0,0
403,1,0,0,0
404,1,0,0,0
405,1,0,0,0
406,1,0,0,0
407,1,0,0,0
408,1,0,0,0
409,1,0,0.5,50
410,1,0,0.5,50
411,1,0,0.5,50
412,1,0,0.5,50
413,1,0,0.5,50
414,1,0,0,0
415,1,0,0,0
416,1,0,0,0
417,1,0,0,0
418,1,0,0,0
419,1,0,0,50
420,1,0,0,50
421,1,0,0,50
422,1,0,0,50
423,1,0,0,50
424,1,0,0,50
425,1,0,0,50
426,1,0,0,50
427,1,0,0,50
428,1,0,0,50
429,1,0,0,50
430,1,0,0,50
431,1,0,0,50
432,1,0,0,50
433,1,0,0,50
434,1,0,0,50
435,1,0,0,50
436,1,0,0,50
437,1,0,0,50
438,1,0,0,50
439,1,0,0,50
440,1,0,0,50
441,1,0,0,50
442,1,0,0,50
443,1,0,0,50
444,1,0,0,50
445,1,0,0,50
446,1,0,0,50
447,1,0,0,50
448,1,0,0,50
449,1,0,0,50
450,1,0,0,50
451,1,0,0,50
452,1,0,0,50
453,1,0,0,50
454,1,0,0,50
455,1,0,0,50
456,1,0,0,50
457,1,0,0,50
458,1,0,0,50
459,1,0,0,50
460,1,0,0,50
461,1,0,0,50
462,1,0,0,50
463,1,0,0,50
464,1,0,0,0
465,1,0,0,0
466,1,0,0,0
467,1,0,0,0
468,1,0,0,0
469,1,0,0,0
470,1,0,0,0
471,1,0,0,0
472,1,0,0,0
473,1,0,0,0
474,1,0,0,0
475,1,0,0,0
476,1,0,0,0
477,1,0,0,0
478,1,0,0,0
479,1,0,0.5,0
480,1,0,0.5,0
481,1,0,0.5,0
482,1,0,0.5,0
483,1,0,0.5,0
484,1,0,0,0
485,1,0,0,0
486,1,0,0,0
487,1,0,0,0
488,1,0,0,0
489,1,0,0,0
490,1,0,0,0
491,1,0,0,0
492,1,0,0,0
493,1,0,0,0
494,1,0,0,0
495,1,0,0,0
496,1,0,0,0
497,1,0,0,0
498,1,0,0,0
499,1,0,0.5,0
500,1,0,0.5,0
501,1,0,0.5,0
502,1,0,0.5,0
503,1,0,0.5,0
504,1,0,0.5,0
505,1,0,0.5,0
506,1,0,0.5,0
507,1,0,0.5,0
508,1,0,0.5,0
509,1,0,0,0
510,1,0,0,0
511,1,0,0,0
512,1,0,0,0
513,1,0,0,0
514,1,0,0.5,0
515,1,0,0.5,0
516,1,0,0.5,0
517,1,0,0.5,0
518,1,0,0.5,0
519,1,0,0.5,0
520,1,0,0.5,0
521,1,0,0.5,0
522,1,0,0.5,0
523,1,0,0.5,0
524,1,0,0.5,0
525,1,0,0.5,0
526,1,0,0.5,0
527,1,0,0.5,0
528,1,0,0.5,0
529,1,0,0,0
530,1,0,0,0
531,1,0,0,0
532,1,0,0,0
533,1,0,0,0
534,1,0,0,0
535,1,0,0,0
536,1,0,0,0
537,1,0,0,0
538,1,0,0,0
539,1,0,0,0
540,1,0,0,0
541,1,0,0,0
542,1,0,0,0
543,1,0,0,0
544,1,0,0,0
545,1,0,0,0
546,1,0,0,0
547,1,0,0,0
548,1,0,0,0
549,1,0,0,0
550,1,0,0,0
551,1,0,0,0
552,1,0,0,0
553,1,0,0,0
554,1,0,0,0
555,1,0,0,0
556,1,0,0,0
557,1,0,0,0
558,1,0,0,0
559,1,0,0.5,0
560,1,0,0.5,0
561,1,0,0.5,0
562,1,0,0.5,0
563,1,0,0.5,0
564,1,0,0,0
565,1,0,0,0
566,1,0,0,0
567,1,0,0,0
568,1,0,0,0
569,1,0,0,0
570,1,0,0,0
571,1,0,0,0
572,1,0,0,0
573,1,0,0,0
574,1,0,0,0
575,1,0,0,0
576,1,0,0,0
577,1,0,0,0
578,1,0,0,0
579,1,0,0,0
580,1,0,0,0
581,1,0,0,0
582,1,0,0,0
583,1,0,0,0
584,1,0,0,0
585,1,0,0,0
586,1,0,0,0
587,1,0,0,0
588,1,0,0,0
589,1,0,0,0
590,1,0,0,0
591,1,0,0,0
592,1,0,0,0
593,1,0,0,0
594,1,0,0,0
595,1,0,0,0
596,1,0,0,0
597,1,0,0,0
598,1,0,0,0
599,1,0,0,0
600,1,0,0,0
601,1,0,0,0
602,1,0,0,0
603,1,0,0,0
604,1,0,0,0
605,1,0,0,0
606,1,0,0,0
607,1,0,0,0
608,1,0,0,0
609,1,0,0,0
610,1,0,0,0
611,1,0,0,0
612,1,0,0,0
613,1,0,0,0
614,1,0,0,50
615,1,0,0,50
616,1,0,0,50
617,1,0,0,50
618,1,0,0,50
619,1,0,0,50
620,1,0,0,50
621,1,0,0,50
622,1,0,0,50
623,1,0,0,50
624,1,0,0,50
625,1,0,0,50
626,1,0,0,50
627,1,0,0,50
628,1,0,0,50
629,1,0,0,50
630,1,0,0,50
631,1,0,0,50
632,1,0,0,50
633,1,0,0,50
634,1,0,0,50
635,1,0,0,50
636,1,0,0,50
637,1,0,0,50
638,1,0,0,50
639,1,0,0,50
640,1,0,0,50
641,1,0,0,50
642,1,0,0,50
643,1,0,0,50
644,1,0,0,50
645,1,0,0,50
646,1,0,0,50
647,1,0,0,50
648,1,0,0,50
649,1,0,0,50
650,1,0,0,50
651,1,0,0,50
652,1,0,0,50
653,1,0,0,50
654,1,0,0,50
655,1,0,0,50
656,1,0,0,50
657,1,0,0,50
658,1,0,0,50
659,1,0,0,50
660,1,0,0,50
661,1,0,0,50
662,1,0,0,50
663,1,0,0,50
664,1,0,0,50
665,1,0,0,50
666,1,0,0,50
667,1,0,0,50
668,1,0,0,50
669,1,0,0,0
670,1,0,0,0
671,1,0,0,0
672,1,0,0,0
673,1,0,0,0
674,1,0,0,0
675,1,0,0,0
676,1,0,0,0
677,1,0,0,0
678,1,0,0,0
679,1,0,0,0
680,1,0,0,0
681,1,0,0,0
682,1,0,0,0
683,1,0,0,0
684,1,0,0,0
685,1,0,0,0
686,1,0,0,0
687,1,0,0,0
688,1,0,0,0
689,1,0,0.5,0
690,1,0,0.5,0
691,1,0,0.5,0
692,1,0,0.5,0
693,1,0,0.5,0
694,1,0,0,0
695,1,0,0,0
696,1,0,0,0
697,1,0,0,0
698,1,0,0,0
699,1,0,0,0
700,1,0,0,0
701,1,0,0,0
702,1,0,0,0
703,1,0,0,0
704,1,0,0,0
705,1,0,0,0
706,1,0,0,0
707,1,0,0,0
708,1,0,0,0
709,1,0,0.5,0
710,1,0,0.5,0
711,1,0,0.5,0
712,1,0,0.5,0
713,1,0,0.5,0
714,1,0,0,0
715,1,0,0,0
716,1,0,0,0
717,1,0,0,0
718,1,0,0,0
719,1,0,0,0
720,1,0,0,0
